UserID;Location;Age
6591;haifa, israel, israel;NULL
6592;brooks, alberta, canada;37
6593;la, california, usa;NULL
6594;frankfurt, hessen, germany;24
6595;chicago, illinois, usa;NULL
6596;perth, western australia, australia;30
6597;chicago, illinois, usa;NULL
6598;warwick, rhode island, usa;29
6599;lacey, washington, usa;NULL
6600;everett, washington, usa;NULL
6601;albuquerque, new mexico, usa;NULL
6602;genova, liguria, italy;NULL
6603;abrantes, n/a, portugal;31
6604;vallejo, california, usa;48
6605;ismaning, bayern, germany;34
6606;milano, lombardia, italy;35
6607;milano, lombardia, italy;32
6608;los angeles, california, usa;23
6609;wallingford, connecticut, usa;29
6610;mobile, alabama, usa;52
6611;oradea, n/a, romania;22
6612;new plymouth, taranaki, new zealand;15
6613;traverse city, michigan, usa;21
6614;caracas, distrito federal, venezuela;26
6615;romano, lombardia, italy;NULL
6616;split, n/a, croatia;22
6617;enid, oklahoma, usa;NULL
6618;logroño, la rioja, spain;25
6619;pine lake, georgia, usa;NULL
6620;minneapolis, minnesota, usa;46
6621;moscow, moscow region, russia;NULL
6622;laatzen, niedersachsen, germany;56
6623;paris, france, france;26
6624;adelaide, south australia, australia;29
6625;palermo, sicilia, italy;38
6626;udine, friuli venezia giulia, italy;0
6627;auckland, northland, new zealand;NULL
6628;albuquerque, new mexico, usa;NULL
6629;hazen, north dakota, usa;19
6630;los angeles, california, usa;NULL
6631;barcelona, baden-wuerttemberg, spain;38
6632;st. joseph, michigan, usa;NULL
6633;spokane, washington, usa;NULL
6634;lake st. louis, missouri, usa;NULL
6635;boise, ,;22
6636;salem, baden-wuerttemberg, germany;NULL
6637;las vegas, nevada, usa;30
6638;singapore, singapore, singapore;NULL
6639;st. charles, missouri, usa;NULL
6640;norderstedt, schleswig-holstein, germany;NULL
6641;wien, n/a, austria;40
6642;springfield, missouri, usa;34
6643;köln, nordrhein-westfalen, germany;NULL
6644;ahlen, nordrhein-westfalen, germany;NULL
6645;bucharest, bucharest, romania;19
6646;borås, n/a, sweden;24
6647;monsey, new york, usa;NULL
6648;hilton head, south carolina, usa;70
6649;atlanta, texas, usa;50
6650;west liberty, west virginia, usa;22
6651;lawrence, kansas, usa;22
6652;frankfort, kentucky, usa;41
6653;newport news, virginia, usa;26
6654;nordheim (württ), baden-wuerttemberg, germany;65
6655;enschede, overijssel, netherlands;22
6656;cartes, cantabria, spain;39
6657;schenectady, new york, usa;NULL
6658;langerwisch, brandenburg, germany;41
6659;seoul, n/a, south korea;NULL
6660;lafayette, california, usa;NULL
6661;kittanning, pennsylvania, usa;NULL
6662;toronto, ontario, canada;31
6663;annandale, virginia, usa;NULL
6664;mataro, barcelona, spain;45
6665;manassas, virginia, usa;NULL
6666;daly city, california, usa;39
6667;bathurst, new brunswick, canada;NULL
6668;salt spring island, british columbia, canada;49
6669;sechelt, british columbia, canada;18
6670;union, new jersey, usa;54
6671;altoona, wisconsin, usa;54
6672;altoona, iowa, usa;57
6673;palm harbor, florida, usa;66
6674;paranaque, metro manila, the philippines;NULL
6675;st. paul, minnesota, usa;NULL
6676;mechanicsburg, pennsylvania, usa;NULL
6677;sidoarjo, n/a, indonesia;35
6678;hudson, quebec, canada;NULL
6679;myrtle beach, south carolina, usa;NULL
6680;walled lake, michigan, usa;17
6681;madrid, madrid, spain;27
6682;los angeles, california, usa;16
6683;almaty, kazakhstan, kazakhstan;21
6684;zarautz, n/a, spain;24
6685;milano, lombardia, italy;NULL
6686;shrewsbury, shropshire, united kingdom;23
6687;lisboa, estremadura, portugal;20
6688;magdeburg, sachsen-anhalt, germany;17
6689;east lansing, michigan, usa;NULL
6690;hammond, louisiana, usa;18
6691;lemgo, nordrhein-westfalen, germany;17
6692;baindt, baden-württemberg, germany;17
6693;dallas, texas, usa;32
6694;c., calabria, italy;NULL
6695;canberra, australian capital territory, australia;22
6696;lynchburg, virginia, usa;20
6697;gillette, wyoming, usa;36
6698;orlando, florida, usa;20
6699;geneva, geneva canton, switzerland;NULL
6700;adrian, missouri, usa;21
6701;alexandria, virginia, usa;NULL
6702;corato, puglia, italy;22
6703;cadiz, andalucia, spain;24
6704;san francisco, california, usa;32
6705;columbia, new jersey, usa;NULL
6706;victoria, british columbia, canada;20
6707;kl, kl, malaysia;NULL
6708;albolote, granada, spain;36
6709;victoria, british columbia, canada;18
6710;tulsa, oklahoma, usa;30
6711;london, england, united kingdom;19
6712;78126 königsfeld, baden-wuerttemberg, germany;104
6713;la quinta, california, usa;NULL
6714;preganziol, veneto, italy;34
6715;las rozas, manitoba, spain;25
6716;elche, alicante, spain;27
6717;louisville, kentucky, usa;36
6718;venezia, veneto, italy;54
6719;bend, oregon, usa;NULL
6720;kitchener, ontario, canada;NULL
6721;porto, queensland, portugal;NULL
6722;arica, n/a, chile;35
6723;rio gallegos, niedersachsen, argentina;50
6724;vitoria, alava, spain;26
6725;london, london, united kingdom;NULL
6726;barcelona, catalunya, spain;28
6727;madrid, n/a, spain;29
6728;cascais, lisboa, portugal;29
6729;lisboa, lisboa, portugal;26
6730;palma de mallorca, spain/baleares/mallorca, spain;26
6731;buford, georgia, usa;29
6732;brooklyn, new york, usa;18
6733;frankfurt, hessen, germany;33
6734;barntrup, nrw, germany;NULL
6735;ottawa, ontario, canada;NULL
6736;cernusco sul naviglio, lombardia, italy;42
6737;seattle, washington, usa;NULL
6738;south portland,, maine, usa;69
6739;são paulo, sp, brazil;34
6740;san josé, n/a, costa rica;51
6741;whitehorse, yukon territory, canada;NULL
6742;tianjin, tianjin, china;23
6743;edmonton, alberta, canada;53
6744;pisa, toscana, italy;19
6745;lund, skåne, sweden;24
6746;laurel, maryland, usa;NULL
6747;éîûú, ¹ã¶«, öð¹ú;23
6748;lisle, illinois, usa;55
6749;new hyde park, new york, usa;NULL
6750;alvito, beja, portugal;37
6751;barcelona, catalunya, spain;33
6752;bridgeport, connecticut, usa;NULL
6753;madrid, madrid, spain;36
6754;los angeles, california, usa;NULL
6755;west point, nebraska, usa;NULL
6756;wayne, michigan, usa;48
6757;bresso, lombardia, italy;NULL
6758;knoxville, tennessee, usa;29
6759;hobart, tasmania, australia;27
6760;lisbon, pennsylvania, portugal;NULL
6761;red wing, minnesota, usa;53
6762;kitchener, ontario, canada;NULL
6763;lebanon, pennsylvania, usa;NULL
6764;skippack, pennsylvania, usa;NULL
6765;santa rosa, california, usa;19
6766;edmonton, alberta, canada;66
6767;washington, dc, usa;21
6768;cahokia, illinois, usa;35
6769;olympia, washington, usa;56
6770;sheffield, england, united kingdom;68
6771;milwaukee, wisconsin, usa;36
6772;calgary, ,;NULL
6773;omaha, nebraska, usa;NULL
6774;marion, iowa, usa;NULL
6775;flagstaff, arizona, usa;NULL
6776;flagstaff, arizona, usa;17
6777;austin, texas, usa;42
6778;addison, texas, usa;NULL
6779;la, california, usa;36
6780;sch. haven, pennsylvania, usa;45
6781;hopewell, virginia, usa;22
6782;hopewell, virginia, usa;22
6783;virginia beach, virginia, usa;27
6784;milano, lombardia, italy;18
6785;taylors, south carolina, usa;NULL
6786;ansonia, connecticut, usa;NULL
6787;palatka, florida, usa;NULL
6788;big rock, illinois, usa;NULL
6789;boise, idaho, usa;NULL
6790;raymore, missouri, usa;49
6791;ballinaclash, co wicklow, ireland;43
6792;waveland, indiana, usa;NULL
6793;falls church, virginia, usa;NULL
6794;casey, iowa, usa;42
6795;portland, oregon, usa;31
6796;chesapeake, virginia, usa;21
6797;fostoria, ohio, usa;53
6798;atlanta, georgia, usa;NULL
6799;shah alam, selangor darul ehsan, malaysia;NULL
6800;dumas, arkansas, usa;NULL
6801;tumwater, washington, usa;NULL
6802;gloucester, england, united kingdom;53
6803;austin, texas, usa;NULL
6804;milan, italia, italy;NULL
6805;yonkers, new york, usa;23
6806;sydney, nsw, australia;16
6807;pollok, texas, usa;NULL
6808;munich, bavaria, germany;NULL
6809;madrid, madrid, spain;27
6810;bloomington, illinois, usa;NULL
6811;london, england, united kingdom;48
6812;hull, quebec, canada;NULL
6813;assouit, egypt, egypt;25
6814;ann arbor, michigan, usa;18
6815;indianapolis, indiana, usa;24
6816;sydney, new south wales, australia;14
6817;pisa, toscana, italy;31
6818;gavà, barcelona, españa;NULL
6819;almaty, kazakstan, russia;NULL
6820;falls church, virginia, usa;46
6821;cardiff, wales, united kingdom;31
6822;fort mcmurray, alberta, canada;NULL
6823;charlottesville, virginia, usa;18
6824;richardson, texas, usa;NULL
6825;tomprice, australian capital territory, australia;13
6826;brooklyn, new york, usa;25
6827;renton, washington, usa;25
6828;new york, new york, usa;26
6829;manchester, england, united kingdom;NULL
6830;scottsdale, arizona, usa;57
6831;yakima, washington, usa;14
6832;ann arbor, michigan, usa;NULL
6833;barcelona, barcelona, spain;42
6834;monmouth beach, new jersey, usa;29
6835;san antonio, texas, usa;16
6836;burnaby, british columbia, canada;16
6837;round rock, texas, usa;NULL
6838;monza, lombardia, italy;38
6839;victoria, british columbia, canada;NULL
6840;gloucester, massachusetts, usa;17
6841;victoria, british columbia, canada;NULL
6842;edgerton, wisconsin, usa;29
6843;baiona, galiza, spain;25
6844;madrid, madrid, spain;19
6845;ann arbor, michigan, usa;29
6846;bloomington, indiana, usa;59
6847;newcastle, new south wales, australia;23
6848;seattle, washington, usa;NULL
6849;newport, wales, united kingdom;NULL
6850;baton rouge, louisiana, usa;54
6851;verbania, piemonte, italy;21
6852;whangarei, northland, new zealand;18
6853;ft pierce, florida, usa;NULL
6854;fort pierce, florida, usa;NULL
6855;mortagne sur sevre, pays de loire, france;41
6856;cambridge, england, united kingdom;22
6857;québec, quebec, canada;21
6858;ottawa, ontario, canada;21
6859;rockville, maryland, usa;23
6860;eastpointe, michigan, usa;29
6861;mckinleyville, california, usa;27
6862;hamilton, ontario, canada;45
6863;surbiton, england, united kingdom;28
6864;canberra, australian capital territory, australia;22
6865;north richland hills, texas, usa;40
6866;paris, ile de france, france;51
6867;wellfleet, massachusetts, usa;23
6868;milan, lombardia, italy;NULL
6869;winnipeg, manitoba, canada;15
6870;berea, kentucky, usa;21
6871;raleigh, north carolina, usa;28
6872;wilton, connecticut, usa;NULL
6873;mexico, missouri, usa;75
6874;seattle, washington, usa;24
6875;houston, texas, usa;NULL
6876;reedley, california, usa;2
6877;mantova, lombardia, italy;20
6878;carlsbad, california, usa;NULL
6879;huntington beach, california, usa;24
6880;kamloops, british columbia, canada;57
6881;boca raton, florida, usa;23
6882;houston, texas, usa;NULL
6883;oxford, england, united kingdom;23
6884;north liberty, indiana, usa;25
6885;silver spring, maryland, usa;NULL
6886;essex junction, vermont, usa;30
6887;itajuba, baden-wuerttemberg, brazil;21
6888;everett, massachusetts, usa;30
6889;vic, barcelona, spain;20
6890;alzira, valència, spain;22
6891;rennes, bretagne, france;NULL
6892;leiderdorp, zuid holland, netherlands;NULL
6893;cartersville, georgia, usa;20
6894;colorado springs, colorado, usa;20
6895;florham park, new jersey, usa;NULL
6896;tehran, tehran, iran;27
6897;denton, texas, usa;25
6898;near melbourne, victoria, australia;19
6899;la seyne sur mer, n/a, france;28
6900;sunnyvale, california, usa;25
6901;nuernberg, bayern, germany;38
6902;charleston, south carolina, usa;19
6903;hingham, massachusetts, usa;NULL
6904;lagos, lagos, nigeria;32
6905;1195 sylvania road, ohio, usa;NULL
6906;cedar rapids, iowa, usa;63
6907;dayton, ohio, usa;NULL
6908;nova lima, minas gerais, brazil;30
6909;portland, oregon, usa;NULL
6910;bothell, washington, usa;NULL
6911;douglas, massachusetts, usa;NULL
6912;reston, virginia, usa;NULL
6913;charlottesville, virginia, usa;NULL
6914;bridgeview, illinois, usa;27
6915;agüimes, canarias, spain;37
6916;paris, n/a, france;15
6917;boise, idaho, usa;39
6918;boyd, texas, usa;NULL
6919;elkins park, pennsylvania, usa;22
6920;durham, north carolina, usa;NULL
6921;tempe, arizona, usa;23
6922;lisbon, lisbon, portugal;NULL
6923;loano, manitoba, italy;NULL
6924;bonne terre, missouri, usa;42
6925;kuwait, n/a, kuwait;30
6926;rome, lazio, italy;28
6927;madrid, n/a, spain;30
6928;baltimore, maryland, usa;53
6929;santiago de compostela, galicia, spain;22
6930;hockley, texas, usa;NULL
6931;fort collins, colorado, usa;44
6932;viseu, n/a, portugal;35
6933;barcelona, catalunya, spain;36
6934;bilbao, españa, spain;20
6935;cartagena, murcia, spain;20
6936;madrid, madrid, spain;27
6937;mondragon, euskadi, spain;51
6938;fairbanks, alaska, usa;20
6939;shelbyville, indiana, usa;NULL
6940;new orleans, louisiana, usa;32
6941;cincinnati, ohio, usa;17
6942;madrid, maine, canada;25
6943;agadir, aga, morocco;NULL
6944;santa rosa, california, usa;NULL
6945;austin, texas, usa;26
6946;waltham, massachusetts, usa;33
6947;gouda, n/a, netherlands;NULL
6948;lahore, punjab, pakistan;NULL
6949;tampere, n/a, finland;23
6950;memphis, tennessee, usa;NULL
6951;nevada city ca, california, usa;74
6952;cadiz, andalucia, spain;28
6953;oak park, california, usa;31
6954;bologna, emilia romagna, italy;NULL
6955;new york, new york, usa;54
6956;tianjin, n/a, china;32
6957;marion, new york, usa;NULL
6958;durham, north carolina, usa;NULL
6959;lyon, n/a, la france;18
6960;lugo, galiza, spain;29
6961;lahore, punjab, pakistan;NULL
6962;timonium, maryland, usa;28
6963;bratislava, sicilia, slovakia;NULL
6964;como, lombardia, italy;55
6965;rochester, minnesota, usa;NULL
6966;winter haven, florida, usa;42
6967;san diego, california, usa;NULL
6968;li, new york, usa;28
6969;bath, england, united kingdom;29
6970;bilbao, euskal herria, spain;26
6971;hoyos (caceres), caceres, spain;19
6972;sudbury, ontario, canada;20
6973;konstanz, baden-wuerttemberg, germany;58
6974;saco, maine, usa;36
6975;victoria, british columbia, canada;NULL
6976;sardoal, santarém, portugal;45
6977;kota bharu, abruzzo, malaysia;NULL
6978;horsham, england, united kingdom;34
6979;windsor, ontario, canada;36
6980;manchester, stockport, united kingdom;29
6981;asmara, eritrea, eritrea;22
6982;den haag, zuid holland, netherlands;38
6983;daphne, alabama, usa;NULL
6984;manchester, england, united kingdom;23
6985;portland, oregon, usa;NULL
6986;minneapolis, minnesota, usa;NULL
6987;roma, lazio, italy;NULL
6988;yuma, arizona, usa;NULL
6989;lehighton, pennsylvania, usa;18
6990;omaha, nebraska, usa;29
6991;jackson, michigan, usa;NULL
6992;grand turk, grand turk, bahamas;NULL
6993;glasgow, scotland, united kingdom;NULL
6994;kartasura, n/a, indonesia;29
6995;cambridge, england, united kingdom;NULL
6996;french lick, indiana, usa;19
6997;suining, sichuan, china;NULL
6998;roma, lazio, italy;33
6999;barcelona, barcelona, spain;22
7000;beaconsfield, quebec, canada;14
7001;caldwell, idaho, usa;20
7002;branch, louisiana, usa;32
7003;dübendorf, zürich, switzerland;44
7004;el cajon, california, usa;14
7005;århus, n/a, denmark;NULL
7006;edinburgh, scotland, united kingdom;NULL
7007;columbiana, alabama, usa;NULL
7008;albuquerque, new mexico, usa;NULL
7009;albuquerque, new mexico, usa;14
7010;joplin, missouri, usa;27
7011;cuenca, cuenca, spain;43
7012;birmingham, west midlands,;NULL
7013;grayslake, illinois, usa;44
7014;fredericton, new brunswick, canada;NULL
7015;niagara falls, new york, usa;21
7016;sheffield, south yorkshire, united kingdom;NULL
7017;louisville, kentucky, united kingdom;22
7018;west monroe, louisiana, usa;19
7019;gandia, valencia, spain;18
7020;manchester, england, united kingdom;NULL
7021;chula vista, california, usa;39
7022;westspringfield, massachusetts, usa;NULL
7023;st. louis, missouri, usa;28
7024;northcote, victoria, australia;27
7025;newark, delaware, usa;NULL
7026;calgary, alberta, canada;NULL
7027;virden, illinois, usa;16
7028;münchen, bayern, germany;29
7029;cleveland, ohio, usa;17
7030;ashland, kentucky, usa;25
7031;summit, new jersey, usa;NULL
7032;athens, georgia, usa;NULL
7033;toronto, ontario, canada;29
7034;barcelona, barcelona, spain;25
7035;windsor, connecticut, usa;42
7036;doylestown, ohio, usa;23
7037;san antonio, texas, usa;NULL
7038;chichester, west sussex, united kingdom;NULL
7039;south bend, indiana, usa;22
7040;collierville, tennessee, usa;27
7041;cartagena, murcia, spain;23
7042;hockley, texas, usa;25
7043;carrara, queensland, australia;37
7044;stockton-on-tees, stockton-on-tees, united kingdom;44
7045;victoria, british columbia, canada;18
7046;chicago, illinois, usa;26
7047;montreal, quebec, canada;NULL
7048;leicester, england, united kingdom;NULL
7049;melbourne, victoria, australia;43
7050;westbank, british columbia, canada;NULL
7051;lombard, illinois, usa;22
7052;marietta, georgia, usa;57
7053;iowa city, iowa, usa;29
7054;pc, ohio, usa;NULL
7055;freeport, illinois, usa;64
7056;pickering, ontario, canada;31
7057;conyers, georgia, usa;24
7058;heathcote, victoria, australia;38
7059;marietta, georgia, usa;35
7060;wild rose, wisconsin, usa;16
7061;corvallis, oregon, usa;33
7062;mansfield, pennsylvania, united kingdom;22
7063;santa rosa, california, usa;22
7064;sarasota, florida, usa;NULL
7065;irving, texas, usa;37
7066;ngaoundere, nord, cameroon;23
7067;vancouver, british columbia, canada;26
7068;halifax, nova scotia, canada;26
7069;parkville, victoria, australia;27
7070;sioux falls, south dakota, usa;18
7071;chico and san francisco, california, usa;NULL
7072;bismarck, north dakota, usa;11
7073;raleigh, north carolina,;47
7074;kalamazoo, michigan, usa;28
7075;ladson, south carolina, usa;NULL
7076;córdoba, córdoba, argentina;47
7077;milford, connecticut, usa;24
7078;brookline, new hampshire, usa;NULL
7079;aurora, ontario, canada;NULL
7080;innerleithen, scotland, united kingdom;NULL
7081;little rock, arkansas, usa;NULL
7082;carlisle, pennsylvania, usa;NULL
7083;new york, new york, usa;NULL
7084;pocahontas, arkansas, usa;22
7085;washington, dc, usa;25
7086;minneapolis, minnesota, usa;27
7087;leiden, zuid holland, netherlands;NULL
7088;little rock, arkansas, usa;NULL
7089;clichy, n/a, france;27
7090;kingston, ontario, canada;33
7091;rennes, bretagne, france;20
7092;salem, oregon, usa;NULL
7093;indianapolis, indiana, usa;24
7094;santa ana, california, usa;13
7095;albacete, albacete, spain;32
7096;elche, alicante, spain;31
7097;arruda dos vinhos, n/a, portugal;33
7098;jombang, east java, indonesia;NULL
7099;são josé dos campos, são paulo, brazil;22
7100;deerfield, ohio, usa;NULL
7101;orlando, florida, usa;52
7102;sacramento, california, usa;47
7103;cuneo, piemonte, italy;21
7104;moscow, moscow area, russia;19
7105;chertsey, england, united kingdom;NULL
7106;stein, bayern, germany;33
7107;chester, pennsylvania, usa;NULL
7108;collinsville, illinois, usa;NULL
7109;marburg, hessen, germany;51
7110;dmascus, damascus, syria;20
7111;olympia, washington, usa;48
7112;bakum, niedersachsen, germany;0
7113;ahmedabad, gujarat, india;NULL
7114;hong kong, n/a, hong kong;43
7115;n/a, n/a, spain;24
7116;georgetown, penang, malaysia;NULL
7117;suffolk, n/a, united kingdom;NULL
7118;legnano, lombardia, italy;NULL
7119;rock hill, missouri, usa;66
7120;london, croydon, united kingdom;NULL
7121;roma, lazio, italy;NULL
7122;toa baja, p.r, puerto rico, usa;45
7123;turku, n/a, finland;60
7124;ceuta, ceuta, spain;31
7125;apo, ae, usa;28
7126;porto, n/a, portugal;21
7127;cascais, portugal, portugal;NULL
7128;apo, ae, usa;8
7129;meriden, new hampshire, usa;NULL
7130;carrboro, north dakota, usa;11
7131;edinburgh, scotland, united kingdom;NULL
7132;málaga, málaga, spain;44
7133;madrid, madrid, spain;28
7134;bothell, washington, usa;23
7135;avellino, campania, italy;27
7136;vigo, pontevedra, spain;30
7137;sevilla, sevilla, spain;30
7138;sevilla, n/a, spain;29
7139;pamplona, navarra, spain;24
7140;palma de mallorca, balearic islands, spain;46
7141;pittsfield, massachusetts, usa;NULL
7142;brisbane, queensland, australia;26
7143;toledo, toledo, spain;31
7144;offenbach, hessen, germany;26
7145;perth, western australia, australia;43
7146;"hyderabad, \n/a\"", india""";21
7147;camanducáia, minas gerais, brazil;NULL
7148;mendrisio, ticino, switzerland;NULL
7149;powell, ohio, usa;NULL
7150;gold canyon, arizona, usa;NULL
7151;calabasas, california, usa;45
7152;capital federal, buenos aires, argentina;NULL
7153;casalpusterlengo/lodi, lombardia, italy;NULL
7154;dronten, ,;NULL
7155;vienna, n/a, austria;32
7156;st. louis, missouri, usa;20
7157;montreal, quebec, canada;NULL
7158;omaha, nebraska, usa;30
7159;johnstown, pennsylvania, usa;42
7160;fort atkinson, wisconsin, usa;24
7161;milon keynes, buckinghamshire, united kingdom;16
7162;schoolcraft, michigan, usa;NULL
7163;córdoba, córdoba, spain;44
7164;bologna, emilia romagna, italy;NULL
7165;madrid, , spain;48
7166;como, lombardia, italy;NULL
7167;wichita falls, texas, usa;36
7168;los angles, california, usa;NULL
7169;amarillo, texas, usa;22
7170;treviso, veneto, italy;25
7171;buenos aires, buenos aires, argentina;41
7172;bucharest, n/a, romania;27
7173;roma, lazio, italy;26
7174;temple city, california, usa;NULL
7175;vienna, vienna, austria;41
7176;carcavelos, lisboa, portugal;NULL
7177;la ronge, saskatchewan, canada;NULL
7178;saskatoon, saskatchewan, canada;62
7179;chanhassen, minnesota, usa;NULL
7180;pamplona, navarra, spain;24
7181;oviedo, asturias, spain;24
7182;almendralejo, badajoz, spain;50
7183;frederick, ,;NULL
7184;zaragoza, aragon, spain;31
7185;happy valley goose bay, newfoundland, canada;NULL
7186;granada, andalucía, spain;28
7187;radstadt, salzburg, austria;57
7188;athens, georgia, usa;NULL
7189;pace, florida, usa;NULL
7190;milano, lombardia, italy;37
7191;rockville, dc, usa;NULL
7192;vancouver, washington, usa;23
7193;prosperity, pennsylvania, usa;NULL
7194;richmond, virginia, usa;25
7195;saskatoon, saskatchewan, canada;50
7196;berkeley heights, new jersey, usa;NULL
7197;henderson, nevada, usa;36
7198;badajoz, extremadura, spain;30
7199;marietta, georgia, usa;NULL
7200;trapagaran, vizcaya, spain;20
7201;collegeville, pennsylvania, usa;25
7202;barcelona, catalunya, spain;21
7203;aberdeen, scotland, united kingdom;17
7204;county durham, england, united kingdom;26
7205;norwich, england, united kingdom;31
7206;schwaebisch hall, baden-wuerttemberg, germany;53
7207;vigo, , spain;25
7208;lisboa, n/a, portugal;19
7209;st. joseph, missouri, usa;40
7210;rothesay, new brunswick, canada;NULL
7211;münchen, bayern, germany;NULL
7212;san clemente, california, usa;NULL
7213;orange, california, usa;NULL
7214;dover, england, united kingdom;1
7215;buenos aires, buenos aires, argentina;34
7216;managua, maine, nicaragua;39
7217;lisbon, n/a, portugal;22
7218;la crescenta, california, usa;31
7219;midlothian, virginia, usa;60
7220;davao city, n/a, philippines;32
7221;padova, veneto, italy;19
7222;baton rouge, louisiana, usa;NULL
7223;inglewood, california, usa;NULL
7224;reno, nevada, usa;NULL
7225;portland, oregon, usa;NULL
7226;little rock, arkansas, usa;NULL
7227;colville, washington, usa;NULL
7228;redondo beach, california, usa;NULL
7229;menomonie, wisconsin, usa;52
7230;tilburg, noord brabant, netherlands;NULL
7231;pineville, missouri, usa;47
7232;pennington gap, virginia, usa;32
7233;victoria, british columbia, canada;NULL
7234;phoenix, arizona, usa;NULL
7235;henrietta, new york, usa;NULL
7236;spokane, washington, usa;NULL
7237;new berlin, illinois, usa;NULL
7238;saint john, new brunswick, canada;33
7239;durango, colorado, usa;NULL
7240;hot springs village, arkansas, usa;72
7241;windsor, ontario, canada;35
7242;new york, new york, usa;NULL
7243;atlanta, georgia, usa;44
7244;san diego, california, usa;54
7245;king, north carolina, usa;NULL
7246;st. louis, missouri, usa;45
7247;port clinton, ohio, usa;NULL
7248;virginia beach, virginia, usa;22
7249;madrid, madrid, spain;36
7250;singapore, n/a, singapore;14
7251;waterdown, ontario, canada;50
7252;bremen, bremen, germany;NULL
7253;augusta, georgia, usa;32
7254;oldenburg, niedersachsen, germany;35
7255;cary, north carolina, usa;21
7256;mocksville, north carolina, usa;29
7257;prince george, british columbia, canada;NULL
7258;carmel, indiana, usa;43
7259;raeford, north carolina, usa;NULL
7260;somerville, massachusetts, usa;29
7261;lawrence, ,;NULL
7262;abingdon, virginia, usa;25
7263;stockholm, södermanland, sweden;25
7264;chicago, illinois, usa;44
7265;savona, liguria, italy;65
7266;niagara falls, new york, usa;NULL
7267;kiel, schleswig-holstein, germany;50
7268;terrace park, ohio, usa;NULL
7269;gold coast, queensland, australia;23
7270;basel, baselstadt, switzerland;NULL
7271;marseille, paca, france;35
7272;port of spain, none, trinidad and tobago;NULL
7273;aveiro, beira litoral, portugal;25
7274;barcelona, barcelona, spain;32
7275;köln, nordrhein-westfalen, germany;22
7276;lusaka, n/a, zambia;36
7277;palm coast, florida, usa;NULL
7278;lynnwood, washington, usa;8
7279;matthews, north carolina, usa;36
7280;syracuse, new york, usa;NULL
7281;largo, florida, usa;52
7282;london, england, united kingdom;NULL
7283;saint marys, georgia, usa;30
7284;victoria, british columbia, canada;24
7285;coolum beach, queensland, australia;35
7286;pasco, washington, usa;28
7287;chicago, illinois, usa;NULL
7288;northcote, victoria, australia;NULL
7289;lodi, lombardia, l`italia;15
7290;nottingham, england, united kingdom;54
7291;solingen, nordrhein-westfalen, germany;NULL
7292;astoria, new york, usa;26
7293;själevad, västernorrland, sweden;NULL
7294;mansfield, massachusetts, usa;NULL
7295;beverly, massachusetts, usa;NULL
7296;clarkston, michigan, usa;NULL
7297;melbourne, victoria, australia;NULL
7298;santa maria, california, usa;15
7299;carrboro, north carolina, usa;28
7300;rijeka, n/a, croatia;NULL
7301;worcester, massachusetts, usa;25
7302;london, england, united kingdom;25
7303;scott, arkansas, usa;29
7304;montreal, quebec, canada;33
7305;redlands, california, usa;34
7306;carpinteria, california, usa;29
7307;southington, connecticut, usa;NULL
7308;high wycombe, england, united kingdom;18
7309;san diego, california, usa;21
7310;idaho springs, colorado, usa;46
7311;soddy-daisy, tennessee, usa;24
7312;walnut ridge, arkansas, usa;23
7313;kansas city, missouri, usa;24
7314;sandpoint, idaho, usa;26
7315;bossier city, louisiana, usa;32
7316;coralville, iowa, usa;NULL
7317;corbridge, northumberland, united kingdom;39
7318;muskegon, michigan, usa;34
7319;pittsburgh, pennsylvania, usa;23
7320;tulsa, oklahoma, usa;NULL
7321;henley-on-thames, oxfordshire, united kingdom;NULL
7322;hove, antwerp, belgium;62
7323;southport, england, united kingdom;NULL
7324;staten island, new york, usa;28
7325;north adams, massachusetts, usa;17
7326;st. louis, missouri, usa;44
7327;new meadows, idaho, usa;19
7328;essendon, victoria, australia;26
7329;long beach, california, usa;NULL
7330;baton rouge, louisiana, usa;NULL
7331;ekaterinburg, n/a, russia;21
7332;madison, wisconsin, usa;40
7333;gibsonton, florida, usa;24
7334;lincolnshire, england, united kingdom;NULL
7335;portsmouth, ohio, usa;39
7336;kathyrn, alberta, canada;36
7337;oakville, ontario, canada;NULL
7338;roswell, georgia, usa;33
7339;canberra, australian capital territory, australia;27
7340;st. john`s, newfoundland, canada;NULL
7341;half moon bay, california, usa;NULL
7342;hmb, california, usa;NULL
7343;vienna, vienna, austria;26
7344;genova, liguria, italy;18
7345;middleburg, florida, usa;NULL
7346;sunnyvale, california, usa;49
7347;citrus heights, california, usa;NULL
7348;edmonton, alberta, canada;24
7349;perth, western australia, australia;NULL
7350;dresden, sachsen, germany;26
7351;mchenry, maryland, usa;NULL
7352;houston, texas, usa;53
7353;amherst, ohio, usa;23
7354;springbrook, alberta, canada;14
7355;glen gardner, new jersey, usa;31
7356;gatlinburg, tennessee, usa;24
7357;tampa, florida, usa;NULL
7358;raven, virginia, usa;32
7359;paris, illinois, usa;NULL
7360;new milford, connecticut, usa;40
7361;fitchburg, massachusetts, usa;43
7362;montreal, quebec, canada;NULL
7363;pasadena, texas, usa;NULL
7364;ithaca, new york, usa;26
7365;evergreen, colorado, usa;43
7366;webster, massachusetts, usa;14
7367;auckland, auckland, new zealand;NULL
7368;baltimore, maryland, usa;25
